"","V1","V2","V3","V4","V5","V6","V7","V8"
"15161",14874,4,9,30,46,NA,NA,NA
"15162",14875,3,18,35,NA,NA,NA,NA
"15163",14876,13,23,34,35,NA,NA,NA
"15164",14877,0,1,16,21,NA,NA,NA
"15165",14878,10,17,29,47,NA,NA,NA
"15166",14879,18,35,NA,NA,NA,NA,NA
"15167",14880,12,31,36,48,NA,NA,NA
"15168",14881,1,16,29,NA,NA,NA,NA
"15169",14882,0,7,8,25,28,NA,NA
"15170",14883,15,19,25,40,NA,NA,NA
"15171",14884,16,32,45,NA,NA,NA,NA
"15172",14885,24,42,44,NA,NA,NA,NA
"15173",14886,33,39,45,NA,NA,NA,NA
"15174",14887,0,2,46,NA,NA,NA,NA
"15175",14888,6,8,16,49,NA,NA,NA
"15176",14889,33,NA,NA,NA,NA,NA,NA
"15177",14890,0,5,22,NA,NA,NA,NA
"15178",14891,17,29,47,NA,NA,NA,NA
"15179",14892,7,22,44,NA,NA,NA,NA
"15180",14893,1,37,39,47,48,NA,NA
"15181",14894,12,31,36,48,NA,NA,NA
"15182",14895,14,37,44,NA,NA,NA,NA
"15183",14896,1,3,19,22,28,33,36
"15184",14897,2,4,7,19,34,42,48
"15185",14898,3,18,35,NA,NA,NA,NA
"15186",14899,2,7,21,32,43,45,NA
"15187",14900,1,20,23,NA,NA,NA,NA
"15188",14901,14,37,49,NA,NA,NA,NA
"15189",14902,7,11,37,NA,NA,NA,NA
"15190",14903,4,9,12,17,NA,NA,NA
"15191",14904,23,24,40,41,NA,NA,NA
"15192",14905,16,33,39,45,NA,NA,NA
"15193",14906,1,13,16,19,NA,NA,NA
"15194",14907,5,7,15,28,NA,NA,NA
"15195",14908,4,39,NA,NA,NA,NA,NA
"15196",14909,5,16,22,NA,NA,NA,NA
"15197",14910,7,15,22,42,49,NA,NA
"15198",14911,17,NA,NA,NA,NA,NA,NA
"15199",14912,2,16,20,45,NA,NA,NA
"15200",14913,16,32,36,45,NA,NA,NA
"15201",14914,12,31,36,48,NA,NA,NA
"15202",14915,22,31,41,NA,NA,NA,NA
"15203",14916,0,NA,NA,NA,NA,NA,NA
"15204",14917,0,32,42,47,NA,NA,NA
"15205",14918,4,16,29,32,NA,NA,NA
"15206",14919,5,22,36,46,NA,NA,NA
"15207",14920,14,19,44,NA,NA,NA,NA
"15208",14921,0,6,NA,NA,NA,NA,NA
"15209",14922,7,15,49,NA,NA,NA,NA
"15210",14923,44,NA,NA,NA,NA,NA,NA
"15211",14924,9,18,36,NA,NA,NA,NA
"15212",14925,28,NA,NA,NA,NA,NA,NA
"15213",14926,17,33,42,46,NA,NA,NA
"15214",14927,4,9,23,NA,NA,NA,NA
"15215",14928,18,19,35,46,NA,NA,NA
"15216",14929,31,35,42,NA,NA,NA,NA
"15217",14930,7,15,49,NA,NA,NA,NA
"15218",14931,7,11,37,45,NA,NA,NA
"15219",14932,11,20,23,NA,NA,NA,NA
"15220",14933,31,43,NA,NA,NA,NA,NA
"15221",14934,30,39,NA,NA,NA,NA,NA
"15222",14935,16,17,NA,NA,NA,NA,NA
"15223",14936,42,NA,NA,NA,NA,NA,NA
"15224",14937,0,2,40,46,NA,NA,NA
"15225",14938,3,18,35,NA,NA,NA,NA
"15226",14939,23,24,40,41,NA,NA,NA
"15227",14940,4,9,12,15,16,18,23
"15228",14941,4,5,6,20,22,NA,NA
"15229",14942,1,10,NA,NA,NA,NA,NA
"15230",14943,6,16,17,32,45,NA,NA
"15231",14944,7,11,16,37,45,NA,NA
"15232",14945,13,NA,NA,NA,NA,NA,NA
"15233",14946,24,32,NA,NA,NA,NA,NA
"15234",14947,8,10,17,28,34,NA,NA
"15235",14948,10,12,33,49,NA,NA,NA
"15236",14949,0,6,11,32,34,NA,NA
"15237",14950,22,43,NA,NA,NA,NA,NA
"15238",14951,24,32,35,NA,NA,NA,NA
"15239",14952,27,28,47,NA,NA,NA,NA
"15240",14953,7,15,49,NA,NA,NA,NA
"15241",14954,1,10,37,NA,NA,NA,NA
"15242",14955,11,12,34,NA,NA,NA,NA
"15243",14956,16,34,45,NA,NA,NA,NA
"15244",14957,7,45,NA,NA,NA,NA,NA
"15245",14958,3,18,35,NA,NA,NA,NA
"15246",14959,2,16,22,26,29,30,32
"15247",45,NA,NA,NA,NA,NA,NA,NA
"15248",14960,33,NA,NA,NA,NA,NA,NA
"15249",14961,7,15,49,NA,NA,NA,NA
"15250",14962,10,16,17,32,33,45,NA
"15251",14963,7,31,47,NA,NA,NA,NA
"15252",14964,14,21,41,NA,NA,NA,NA
"15253",14965,9,10,30,NA,NA,NA,NA
"15254",14966,4,14,44,NA,NA,NA,NA
"15255",14967,14,16,24,36,41,47,NA
"15256",14968,22,27,39,47,48,NA,NA
"15257",14969,6,14,39,NA,NA,NA,NA
"15258",14970,1,19,NA,NA,NA,NA,NA
"15259",14971,0,2,4,28,46,NA,NA
"15260",14972,1,7,11,37,45,NA,NA
"15261",14973,1,44,NA,NA,NA,NA,NA
"15262",14974,4,9,NA,NA,NA,NA,NA
"15263",14975,12,21,22,26,33,NA,NA
"15264",14976,7,15,49,NA,NA,NA,NA
"15265",14977,1,3,10,16,33,39,46
"15266",49,NA,NA,NA,NA,NA,NA,NA
"15267",14978,7,40,NA,NA,NA,NA,NA
"15268",14979,11,19,22,45,NA,NA,NA
"15269",14980,33,41,42,45,NA,NA,NA
"15270",14981,32,NA,NA,NA,NA,NA,NA
"15271",14982,10,27,37,NA,NA,NA,NA
"15272",14983,27,28,45,NA,NA,NA,NA
"15273",14984,11,14,23,39,44,NA,NA
"15274",14985,18,40,NA,NA,NA,NA,NA
"15275",14986,7,8,32,35,NA,NA,NA
"15276",14987,24,27,28,NA,NA,NA,NA
"15277",14988,4,9,48,NA,NA,NA,NA
"15278",14989,0,2,14,46,NA,NA,NA
"15279",14990,16,23,32,44,45,NA,NA
"15280",14991,5,6,8,21,23,34,NA
"15281",14992,8,NA,NA,NA,NA,NA,NA
"15282",14993,5,7,22,NA,NA,NA,NA
"15283",14994,20,31,NA,NA,NA,NA,NA
"15284",14995,0,2,46,NA,NA,NA,NA
"15285",14996,7,11,35,37,45,NA,NA
"15286",14997,4,41,NA,NA,NA,NA,NA
"15287",14998,0,2,46,NA,NA,NA,NA
"15288",14999,26,32,40,NA,NA,NA,NA
"15289",15000,27,28,30,NA,NA,NA,NA
"15290",15001,5,10,12,17,22,NA,NA
"15291",15002,16,18,35,NA,NA,NA,NA
"15292",15003,20,NA,NA,NA,NA,NA,NA
"15293",15004,17,20,28,47,NA,NA,NA
"15294",15005,3,18,27,35,NA,NA,NA
"15295",15006,23,24,40,41,43,NA,NA
"15296",15007,7,15,NA,NA,NA,NA,NA
"15297",15008,16,32,NA,NA,NA,NA,NA
"15298",15009,16,33,42,47,NA,NA,NA
"15299",15010,12,31,36,46,48,49,NA
"15300",15011,1,9,22,NA,NA,NA,NA
"15301",15012,11,18,28,NA,NA,NA,NA
"15302",15013,7,11,37,45,NA,NA,NA
"15303",15014,7,11,37,45,NA,NA,NA
"15304",15015,31,43,NA,NA,NA,NA,NA
"15305",15016,4,9,NA,NA,NA,NA,NA
"15306",15017,2,11,13,19,27,28,31
"15307",46,NA,NA,NA,NA,NA,NA,NA
"15308",15018,3,18,35,NA,NA,NA,NA
"15309",15019,33,44,NA,NA,NA,NA,NA
"15310",15020,9,24,28,NA,NA,NA,NA
"15311",15021,12,31,36,48,NA,NA,NA
"15312",15022,17,29,32,33,35,37,40
"15313",15023,14,43,NA,NA,NA,NA,NA
"15314",15024,14,25,NA,NA,NA,NA,NA
"15315",15025,7,15,49,NA,NA,NA,NA
"15316",15026,4,14,16,NA,NA,NA,NA
"15317",15027,11,13,25,NA,NA,NA,NA
"15318",15028,4,7,9,10,22,49,NA
"15319",15029,3,16,18,35,NA,NA,NA
"15320",15030,1,10,19,42,NA,NA,NA
"15321",15031,42,NA,NA,NA,NA,NA,NA
"15322",15032,1,35,40,46,NA,NA,NA
"15323",15033,6,32,NA,NA,NA,NA,NA
"15324",15034,1,17,29,33,41,42,NA
"15325",15035,18,30,35,NA,NA,NA,NA
"15326",15036,12,27,28,34,41,NA,NA
"15327",15037,0,2,46,NA,NA,NA,NA
"15328",15038,23,33,42,45,NA,NA,NA
"15329",15039,11,37,41,NA,NA,NA,NA
"15330",15040,9,29,41,NA,NA,NA,NA
"15331",15041,15,17,19,29,31,45,47
"15332",15042,1,19,NA,NA,NA,NA,NA
"15333",15043,27,28,32,45,NA,NA,NA
"15334",15044,14,NA,NA,NA,NA,NA,NA
"15335",15045,1,25,32,46,NA,NA,NA
"15336",15046,9,20,22,24,34,36,NA
"15337",15047,18,23,NA,NA,NA,NA,NA
"15338",15048,18,22,NA,NA,NA,NA,NA
"15339",15049,15,44,NA,NA,NA,NA,NA
"15340",15050,10,36,38,44,46,NA,NA
"15341",15051,14,25,NA,NA,NA,NA,NA
"15342",15052,14,44,NA,NA,NA,NA,NA
"15343",15053,14,33,42,NA,NA,NA,NA
"15344",15054,27,28,NA,NA,NA,NA,NA
"15345",15055,6,9,23,36,39,NA,NA
"15346",15056,8,49,NA,NA,NA,NA,NA
"15347",15057,9,40,NA,NA,NA,NA,NA
"15348",15058,6,13,14,39,NA,NA,NA
"15349",15059,5,18,22,NA,NA,NA,NA
"15350",15060,5,11,21,22,25,30,33
"15351",40,NA,NA,NA,NA,NA,NA,NA
"15352",15061,10,13,36,NA,NA,NA,NA
"15353",15062,27,28,NA,NA,NA,NA,NA
"15354",15063,0,2,46,NA,NA,NA,NA
"15355",15064,3,18,35,NA,NA,NA,NA
"15356",15065,17,29,30,47,NA,NA,NA
"15357",15066,1,19,NA,NA,NA,NA,NA
"15358",15067,16,32,45,NA,NA,NA,NA
"15359",15068,7,9,16,24,27,28,41
"15360",15069,22,23,28,33,45,NA,NA
"15361",15070,7,11,32,37,45,NA,NA
"15362",15071,17,20,28,29,NA,NA,NA
"15363",15072,1,5,9,22,27,32,34
"15364",15073,37,46,NA,NA,NA,NA,NA
"15365",15074,7,16,22,42,46,NA,NA
"15366",15075,0,46,NA,NA,NA,NA,NA
"15367",15076,4,11,21,NA,NA,NA,NA
"15368",15077,0,46,NA,NA,NA,NA,NA
"15369",15078,18,24,28,29,NA,NA,NA
"15370",15079,1,2,24,27,NA,NA,NA
"15371",15080,1,9,13,45,NA,NA,NA
"15372",15081,3,6,26,40,42,47,NA
"15373",15082,7,22,39,NA,NA,NA,NA
"15374",15083,4,14,17,20,31,33,44
"15375",15084,7,9,11,32,37,45,NA
"15376",15085,12,31,36,NA,NA,NA,NA
"15377",15086,7,16,18,38,NA,NA,NA
"15378",15087,27,28,39,NA,NA,NA,NA
"15379",15088,22,27,28,45,NA,NA,NA
"15380",15089,5,22,NA,NA,NA,NA,NA
"15381",15090,4,9,NA,NA,NA,NA,NA
"15382",15091,7,15,49,NA,NA,NA,NA
"15383",15092,6,9,NA,NA,NA,NA,NA
"15384",15093,11,21,33,42,48,NA,NA
"15385",15094,0,4,9,13,49,NA,NA
"15386",15095,5,22,NA,NA,NA,NA,NA
"15387",15096,46,NA,NA,NA,NA,NA,NA
"15388",15097,26,38,NA,NA,NA,NA,NA
"15389",15098,22,29,43,NA,NA,NA,NA
"15390",15099,19,20,40,NA,NA,NA,NA
"15391",15100,3,8,12,18,33,35,NA
"15392",15101,7,15,49,NA,NA,NA,NA
"15393",15102,5,22,45,NA,NA,NA,NA
"15394",15103,12,15,16,NA,NA,NA,NA
"15395",15104,16,39,NA,NA,NA,NA,NA
"15396",15105,5,22,NA,NA,NA,NA,NA
"15397",15106,13,14,33,40,44,NA,NA
"15398",15107,7,11,37,45,NA,NA,NA
"15399",15108,2,26,33,35,NA,NA,NA
"15400",15109,20,22,35,NA,NA,NA,NA
"15401",15110,6,17,21,36,NA,NA,NA
"15402",15111,3,18,35,NA,NA,NA,NA
"15403",15112,7,15,35,42,43,45,NA
"15404",15113,27,38,41,NA,NA,NA,NA
"15405",15114,7,15,49,NA,NA,NA,NA
"15406",15115,1,12,13,17,32,33,39
"15407",15116,5,22,29,42,NA,NA,NA
"15408",15117,28,30,44,NA,NA,NA,NA
"15409",15118,7,11,34,37,45,NA,NA
"15410",15119,2,26,43,NA,NA,NA,NA
"15411",15120,7,15,26,NA,NA,NA,NA
"15412",15121,17,21,NA,NA,NA,NA,NA
"15413",15122,4,8,NA,NA,NA,NA,NA
"15414",15123,5,25,NA,NA,NA,NA,NA
"15415",15124,9,11,37,41,NA,NA,NA
"15416",15125,3,18,35,NA,NA,NA,NA
"15417",15126,15,NA,NA,NA,NA,NA,NA
"15418",15127,44,49,NA,NA,NA,NA,NA
"15419",15128,12,31,36,48,NA,NA,NA
"15420",15129,11,35,NA,NA,NA,NA,NA
"15421",15130,20,34,NA,NA,NA,NA,NA
"15422",15131,8,14,33,44,49,NA,NA
"15423",15132,4,9,29,37,NA,NA,NA
"15424",15133,31,39,NA,NA,NA,NA,NA
"15425",15134,0,2,4,36,46,NA,NA
"15426",15135,30,31,33,39,NA,NA,NA
"15427",15136,5,17,32,49,NA,NA,NA
"15428",15137,10,13,19,20,45,NA,NA
"15429",15138,7,17,42,NA,NA,NA,NA
"15430",15139,33,41,46,47,NA,NA,NA
"15431",15140,4,12,22,27,34,NA,NA
"15432",15141,6,35,37,NA,NA,NA,NA
"15433",15142,2,10,21,27,47,NA,NA
"15434",15143,31,34,49,NA,NA,NA,NA
"15435",15144,17,29,40,47,NA,NA,NA
"15436",15145,12,31,36,48,NA,NA,NA
"15437",15146,9,17,23,37,47,NA,NA
"15438",15147,0,7,15,49,NA,NA,NA
"15439",15148,8,18,25,31,47,NA,NA
"15440",15149,8,20,25,NA,NA,NA,NA
"15441",15150,1,2,8,29,NA,NA,NA
"15442",15151,18,19,22,NA,NA,NA,NA
"15443",15152,0,5,33,40,46,NA,NA
"15444",15153,5,7,15,37,44,NA,NA
"15445",15154,1,3,12,13,38,NA,NA
"15446",15155,14,19,NA,NA,NA,NA,NA
"15447",15156,6,14,48,NA,NA,NA,NA
"15448",15157,1,5,NA,NA,NA,NA,NA
"15449",15158,5,6,19,46,NA,NA,NA
"15450",15159,3,18,35,NA,NA,NA,NA
"15451",15160,11,19,34,NA,NA,NA,NA
"15452",15161,6,22,28,31,NA,NA,NA
"15453",15162,16,32,45,NA,NA,NA,NA
"15454",15163,7,11,37,45,NA,NA,NA
"15455",15164,0,40,NA,NA,NA,NA,NA
"15456",15165,7,11,14,44,NA,NA,NA
"15457",15166,4,14,33,42,43,NA,NA
"15458",15167,0,27,NA,NA,NA,NA,NA
"15459",15168,14,18,NA,NA,NA,NA,NA
"15460",15169,3,18,35,NA,NA,NA,NA
"15461",15170,0,2,6,NA,NA,NA,NA
"15462",15171,16,27,34,46,NA,NA,NA
"15463",15172,10,19,21,40,NA,NA,NA
"15464",15173,4,7,14,15,NA,NA,NA
"15465",15174,20,22,26,NA,NA,NA,NA
"15466",15175,1,28,NA,NA,NA,NA,NA
"15467",15176,4,6,14,32,38,39,40
"15468",48,NA,NA,NA,NA,NA,NA,NA
"15469",15177,0,1,12,33,37,46,NA
"15470",15178,17,29,47,NA,NA,NA,NA
"15471",15179,23,24,40,41,43,NA,NA
"15472",15180,1,6,17,19,29,31,49
"15473",15181,12,17,30,41,44,49,NA
"15474",15182,3,18,35,NA,NA,NA,NA
"15475",15183,7,25,NA,NA,NA,NA,NA
"15476",15184,9,22,28,NA,NA,NA,NA
"15477",15185,4,9,31,47,NA,NA,NA
"15478",15186,0,2,46,NA,NA,NA,NA
"15479",15187,29,39,NA,NA,NA,NA,NA
"15480",15188,0,11,27,33,36,41,45
"15481",15189,17,28,29,40,47,NA,NA
"15482",15190,3,18,35,NA,NA,NA,NA
"15483",15191,1,14,19,NA,NA,NA,NA
"15484",15192,15,22,42,NA,NA,NA,NA
"15485",15193,17,29,47,NA,NA,NA,NA
"15486",15194,16,32,NA,NA,NA,NA,NA
"15487",15195,25,36,NA,NA,NA,NA,NA
"15488",15196,8,27,36,45,46,NA,NA
"15489",15197,16,24,NA,NA,NA,NA,NA
"15490",15198,18,28,NA,NA,NA,NA,NA
"15491",15199,9,14,16,22,39,44,NA
"15492",15200,24,26,29,30,35,NA,NA
"15493",15201,26,NA,NA,NA,NA,NA,NA
"15494",15202,0,3,5,22,31,33,NA
"15495",15203,11,28,NA,NA,NA,NA,NA
"15496",15204,14,44,NA,NA,NA,NA,NA
"15497",15205,4,9,12,49,NA,NA,NA
"15498",15206,0,32,35,42,45,NA,NA
"15499",15207,28,32,43,45,47,49,NA
"15500",15208,6,27,28,31,34,NA,NA
"15501",15209,17,29,47,NA,NA,NA,NA
"15502",15210,6,22,23,24,25,39,NA
"15503",15211,3,9,16,26,44,NA,NA
"15504",15212,5,22,44,NA,NA,NA,NA
"15505",15213,1,19,28,40,NA,NA,NA
"15506",15214,4,9,39,NA,NA,NA,NA
"15507",15215,28,NA,NA,NA,NA,NA,NA
"15508",15216,7,17,32,36,NA,NA,NA
"15509",15217,2,34,NA,NA,NA,NA,NA
"15510",15218,5,21,22,42,NA,NA,NA
"15511",15219,10,21,29,31,34,NA,NA
"15512",15220,1,19,NA,NA,NA,NA,NA
"15513",15221,23,30,46,NA,NA,NA,NA
"15514",15222,23,24,40,41,43,NA,NA
"15515",15223,10,33,NA,NA,NA,NA,NA
"15516",15224,12,31,36,48,NA,NA,NA
"15517",15225,11,44,NA,NA,NA,NA,NA
"15518",15226,1,10,19,45,46,NA,NA
"15519",15227,23,24,40,41,43,NA,NA
"15520",15228,15,16,38,42,44,NA,NA
"15521",15229,0,2,46,NA,NA,NA,NA
"15522",15230,28,NA,NA,NA,NA,NA,NA
"15523",15231,11,27,30,NA,NA,NA,NA
"15524",15232,5,38,NA,NA,NA,NA,NA
"15525",15233,27,NA,NA,NA,NA,NA,NA
"15526",15234,4,12,24,31,36,48,NA
"15527",15235,1,11,19,20,39,NA,NA
"15528",15236,7,11,37,45,NA,NA,NA
"15529",15237,10,12,NA,NA,NA,NA,NA
"15530",15238,4,9,NA,NA,NA,NA,NA
"15531",15239,0,30,48,NA,NA,NA,NA
"15532",15240,23,24,40,41,43,NA,NA
"15533",15241,11,14,15,28,NA,NA,NA
"15534",15242,1,8,18,NA,NA,NA,NA
"15535",15243,19,21,31,32,NA,NA,NA
"15536",15244,23,24,40,41,43,NA,NA
"15537",15245,0,4,12,19,29,40,NA
"15538",15246,7,15,49,NA,NA,NA,NA
"15539",15247,17,29,47,NA,NA,NA,NA
"15540",15248,12,16,33,34,48,NA,NA
"15541",15249,23,24,40,41,43,NA,NA
"15542",15250,16,32,45,NA,NA,NA,NA
"15543",15251,12,31,36,48,NA,NA,NA
"15544",15252,1,19,21,37,NA,NA,NA
"15545",15253,3,18,35,36,NA,NA,NA
"15546",15254,5,7,8,45,NA,NA,NA
"15547",15255,16,32,44,45,NA,NA,NA
"15548",15256,17,34,NA,NA,NA,NA,NA
"15549",15257,5,22,NA,NA,NA,NA,NA
"15550",15258,0,2,46,NA,NA,NA,NA
"15551",15259,2,16,32,45,NA,NA,NA
"15552",15260,22,41,45,NA,NA,NA,NA
"15553",15261,1,12,18,19,25,33,NA
"15554",15262,26,28,36,NA,NA,NA,NA
"15555",15263,4,11,13,18,48,NA,NA
"15556",15264,7,24,38,47,NA,NA,NA
"15557",15265,1,19,NA,NA,NA,NA,NA
"15558",15266,0,2,46,NA,NA,NA,NA
"15559",15267,36,NA,NA,NA,NA,NA,NA
"15560",15268,36,47,NA,NA,NA,NA,NA
"15561",15269,14,38,44,NA,NA,NA,NA
"15562",15270,3,32,37,NA,NA,NA,NA
"15563",15271,10,24,33,42,NA,NA,NA
"15564",15272,10,11,17,29,32,41,47
"15565",15273,7,11,37,45,NA,NA,NA
"15566",15274,26,41,43,NA,NA,NA,NA
"15567",15275,7,14,24,NA,NA,NA,NA
"15568",15276,11,12,31,36,48,NA,NA
"15569",15277,0,2,30,46,NA,NA,NA
"15570",15278,9,10,25,36,42,NA,NA
"15571",15279,15,NA,NA,NA,NA,NA,NA
"15572",15280,1,8,NA,NA,NA,NA,NA
"15573",15281,16,32,45,NA,NA,NA,NA
"15574",15282,4,45,NA,NA,NA,NA,NA
"15575",15283,7,15,49,NA,NA,NA,NA
"15576",15284,14,44,NA,NA,NA,NA,NA
"15577",15285,1,4,19,37,NA,NA,NA
"15578",15286,12,31,36,NA,NA,NA,NA
"15579",15287,3,27,32,33,34,NA,NA
"15580",15288,17,29,47,NA,NA,NA,NA
"15581",15289,14,23,32,48,NA,NA,NA
"15582",15290,12,42,NA,NA,NA,NA,NA
"15583",15291,4,22,NA,NA,NA,NA,NA
"15584",15292,26,NA,NA,NA,NA,NA,NA
"15585",15293,14,15,22,33,42,48,NA
"15586",15294,0,2,46,NA,NA,NA,NA
"15587",15295,3,18,22,27,35,46,NA
"15588",15296,7,12,16,17,NA,NA,NA
"15589",15297,1,3,12,18,35,NA,NA
"15590",15298,6,10,32,NA,NA,NA,NA
"15591",15299,1,17,NA,NA,NA,NA,NA
"15592",15300,3,4,8,21,43,NA,NA
"15593",15301,11,NA,NA,NA,NA,NA,NA
"15594",15302,31,NA,NA,NA,NA,NA,NA
"15595",15303,7,16,41,NA,NA,NA,NA
"15596",15304,8,10,32,44,NA,NA,NA
"15597",15305,21,29,34,NA,NA,NA,NA
"15598",15306,20,26,36,NA,NA,NA,NA
"15599",15307,4,21,23,NA,NA,NA,NA
"15600",15308,23,24,40,41,43,NA,NA
"15601",15309,27,28,48,NA,NA,NA,NA
"15602",15310,15,16,29,37,NA,NA,NA
"15603",15311,13,14,32,NA,NA,NA,NA
"15604",15312,16,19,NA,NA,NA,NA,NA
"15605",15313,26,NA,NA,NA,NA,NA,NA
"15606",15314,17,29,47,NA,NA,NA,NA
"15607",15315,16,32,37,39,41,47,NA
"15608",15316,17,18,19,20,28,34,46
"15609",15317,14,20,24,34,NA,NA,NA
"15610",15318,0,2,46,NA,NA,NA,NA
"15611",15319,16,32,45,NA,NA,NA,NA
"15612",15320,3,18,35,NA,NA,NA,NA
"15613",15321,46,NA,NA,NA,NA,NA,NA
"15614",15322,0,2,46,NA,NA,NA,NA
"15615",15323,17,36,NA,NA,NA,NA,NA
"15616",15324,1,17,20,42,NA,NA,NA
"15617",15325,7,15,27,28,NA,NA,NA
"15618",15326,31,32,46,48,NA,NA,NA
"15619",15327,3,18,19,35,NA,NA,NA
"15620",15328,33,42,NA,NA,NA,NA,NA
"15621",15329,22,39,42,NA,NA,NA,NA
"15622",15330,5,22,NA,NA,NA,NA,NA
"15623",15331,7,11,37,38,45,NA,NA
"15624",15332,4,9,20,31,NA,NA,NA
"15625",15333,3,5,22,NA,NA,NA,NA
"15626",15334,17,29,47,NA,NA,NA,NA
"15627",15335,33,42,NA,NA,NA,NA,NA
"15628",15336,18,35,NA,NA,NA,NA,NA
"15629",15337,21,33,42,NA,NA,NA,NA
"15630",15338,16,27,28,38,NA,NA,NA
"15631",15339,3,18,35,NA,NA,NA,NA
"15632",15340,19,26,31,40,NA,NA,NA
"15633",15341,0,2,16,46,NA,NA,NA
"15634",15342,0,12,31,36,42,48,NA
"15635",15343,4,9,21,45,NA,NA,NA
"15636",15344,28,NA,NA,NA,NA,NA,NA
"15637",15345,13,14,16,20,29,44,46
"15638",15346,33,40,42,NA,NA,NA,NA
"15639",15347,4,9,NA,NA,NA,NA,NA
"15640",15348,5,22,NA,NA,NA,NA,NA
"15641",15349,7,18,35,NA,NA,NA,NA
"15642",15350,12,31,36,NA,NA,NA,NA
"15643",15351,23,24,40,41,43,NA,NA
"15644",15352,13,47,NA,NA,NA,NA,NA
"15645",15353,0,15,41,NA,NA,NA,NA
"15646",15354,5,22,NA,NA,NA,NA,NA
"15647",15355,3,25,NA,NA,NA,NA,NA
"15648",15356,5,22,NA,NA,NA,NA,NA
"15649",15357,23,29,30,42,43,NA,NA
"15650",15358,14,28,44,NA,NA,NA,NA
"15651",15359,30,43,NA,NA,NA,NA,NA
"15652",15360,0,37,38,39,49,NA,NA
"15653",15361,0,45,NA,NA,NA,NA,NA
"15654",15362,6,33,42,NA,NA,NA,NA
"15655",15363,12,31,36,NA,NA,NA,NA
"15656",15364,0,2,17,46,NA,NA,NA
"15657",15365,3,15,18,NA,NA,NA,NA
"15658",15366,4,5,7,36,NA,NA,NA
"15659",15367,20,49,NA,NA,NA,NA,NA
"15660",15368,8,17,32,36,NA,NA,NA
"15661",15369,5,22,31,49,NA,NA,NA
"15662",15370,33,35,NA,NA,NA,NA,NA
"15663",15371,6,9,16,22,40,NA,NA
"15664",15372,4,32,36,39,NA,NA,NA
"15665",15373,8,30,38,NA,NA,NA,NA
"15666",15374,5,9,20,22,38,NA,NA
"15667",15375,1,8,12,19,44,NA,NA
"15668",15376,15,20,26,NA,NA,NA,NA
"15669",15377,15,44,49,NA,NA,NA,NA
"15670",15378,3,12,18,22,34,35,40
"15671",45,NA,NA,NA,NA,NA,NA,NA
"15672",15379,1,10,28,NA,NA,NA,NA
"15673",15380,7,11,37,45,NA,NA,NA
"15674",15381,5,28,31,37,40,45,NA
"15675",15382,12,33,45,NA,NA,NA,NA
"15676",15383,4,7,16,22,30,31,47
"15677",15384,15,26,27,28,39,46,NA
"15678",15385,6,19,30,34,NA,NA,NA
"15679",15386,0,2,46,NA,NA,NA,NA
"15680",15387,3,18,35,NA,NA,NA,NA
"15681",15388,18,20,39,NA,NA,NA,NA
"15682",15389,23,29,33,38,42,NA,NA
"15683",15390,10,33,42,NA,NA,NA,NA
"15684",15391,1,19,44,NA,NA,NA,NA
"15685",15392,5,9,41,NA,NA,NA,NA
"15686",15393,0,26,35,43,NA,NA,NA
"15687",15394,5,8,10,13,14,26,49
"15688",15395,7,11,37,NA,NA,NA,NA
"15689",15396,24,NA,NA,NA,NA,NA,NA
"15690",15397,21,22,46,NA,NA,NA,NA
"15691",15398,16,32,NA,NA,NA,NA,NA
"15692",15399,4,16,26,27,29,36,NA
"15693",15400,0,17,29,47,NA,NA,NA
"15694",15401,0,1,19,20,23,24,NA
"15695",15402,5,22,31,NA,NA,NA,NA
"15696",15403,42,44,49,NA,NA,NA,NA
"15697",15404,2,28,33,45,49,NA,NA
"15698",15405,23,24,40,41,NA,NA,NA
"15699",15406,4,9,44,NA,NA,NA,NA
"15700",15407,17,29,47,NA,NA,NA,NA
"15701",15408,4,43,NA,NA,NA,NA,NA
"15702",15409,18,30,35,NA,NA,NA,NA
"15703",15410,1,19,38,NA,NA,NA,NA
"15704",15411,0,2,36,46,NA,NA,NA
"15705",15412,0,6,8,21,22,NA,NA
"15706",15413,12,31,36,48,NA,NA,NA
"15707",15414,38,39,NA,NA,NA,NA,NA
"15708",15415,4,5,26,39,NA,NA,NA
"15709",15416,5,22,NA,NA,NA,NA,NA
"15710",15417,18,NA,NA,NA,NA,NA,NA
"15711",15418,1,5,9,19,NA,NA,NA
"15712",15419,11,19,22,42,45,NA,NA
"15713",15420,14,44,NA,NA,NA,NA,NA
"15714",15421,10,17,20,31,35,47,NA
"15715",15422,1,19,NA,NA,NA,NA,NA
"15716",15423,1,2,NA,NA,NA,NA,NA
"15717",15424,7,10,11,30,37,45,NA
"15718",15425,27,28,37,NA,NA,NA,NA
"15719",15426,7,11,37,NA,NA,NA,NA
"15720",15427,4,21,28,46,NA,NA,NA
"15721",15428,10,30,43,NA,NA,NA,NA
"15722",15429,2,42,NA,NA,NA,NA,NA
"15723",15430,33,42,47,NA,NA,NA,NA
"15724",15431,0,35,46,NA,NA,NA,NA
"15725",15432,17,20,33,42,NA,NA,NA
"15726",15433,5,10,19,22,NA,NA,NA
"15727",15434,13,37,NA,NA,NA,NA,NA
"15728",15435,3,4,9,46,NA,NA,NA
"15729",15436,3,18,35,NA,NA,NA,NA
