"","V1","V2","V3","V4","V5"
"65700",43,NA,NA,NA,NA
"65701",54108,33,35,46,NA
"65702",54109,16,33,42,49
"65703",54110,3,18,23,35
"65704",54111,17,29,47,NA
"65705",54112,1,5,10,19
"65706",54113,15,16,31,NA
"65707",54114,0,2,3,20
"65708",46,NA,NA,NA,NA
"65709",54115,4,9,19,20
"65710",21,38,NA,NA,NA
"65711",54116,14,44,NA,NA
"65712",54117,4,9,14,18
"65713",54118,12,31,36,48
"65714",54119,33,42,45,NA
"65715",54120,15,26,29,NA
"65716",54121,0,23,33,35
"65717",54122,7,11,37,45
"65718",54123,7,15,22,NA
"65719",54124,4,9,19,NA
"65720",54125,1,19,NA,NA
"65721",54126,28,35,NA,NA
"65722",54127,0,6,48,NA
"65723",54128,18,37,42,NA
"65724",54129,14,44,NA,NA
"65725",54130,0,2,41,46
"65726",54131,3,18,35,NA
"65727",54132,7,13,14,18
"65728",22,NA,NA,NA,NA
"65729",54133,4,9,46,NA
"65730",54134,16,32,45,NA
"65731",54135,10,26,31,39
"65732",40,NA,NA,NA,NA
"65733",54136,33,42,NA,NA
"65734",54137,2,40,NA,NA
"65735",54138,20,49,NA,NA
"65736",54139,14,44,NA,NA
"65737",54140,0,7,8,13
"65738",29,30,38,46,NA
"65739",54141,2,43,NA,NA
"65740",54142,8,27,41,NA
"65741",54143,4,26,40,NA
"65742",54144,2,34,42,NA
"65743",54145,10,15,30,39
"65744",42,NA,NA,NA,NA
"65745",54146,14,44,NA,NA
"65746",54147,0,8,15,20
"65747",31,34,44,NA,NA
"65748",54148,0,16,32,38
"65749",54149,1,36,NA,NA
"65750",54150,27,28,NA,NA
"65751",54151,17,29,47,NA
"65752",54152,16,32,45,NA
"65753",54153,23,27,NA,NA
"65754",54154,16,26,34,48
"65755",54155,33,37,42,45
"65756",54156,3,18,35,NA
"65757",54157,7,15,49,NA
"65758",54158,12,31,36,48
"65759",54159,15,28,NA,NA
"65760",54160,14,44,NA,NA
"65761",54161,20,37,48,NA
"65762",54162,1,3,18,35
"65763",54163,17,36,42,NA
"65764",54164,7,36,NA,NA
"65765",54165,0,29,NA,NA
"65766",54166,9,34,41,NA
"65767",54167,35,48,NA,NA
"65768",54168,0,9,37,NA
"65769",54169,20,37,NA,NA
"65770",54170,10,14,38,44
"65771",54171,12,31,36,48
"65772",54172,1,9,15,20
"65773",30,32,41,NA,NA
"65774",54173,1,19,NA,NA
"65775",54174,23,24,40,41
"65776",54175,4,28,32,48
"65777",54176,25,26,39,40
"65778",54177,16,48,NA,NA
"65779",54178,8,48,NA,NA
"65780",54179,6,14,NA,NA
"65781",54180,31,36,49,NA
"65782",54181,33,41,42,49
"65783",54182,14,44,NA,NA
"65784",54183,1,19,NA,NA
"65785",54184,3,14,18,19
"65786",35,NA,NA,NA,NA
"65787",54185,14,26,44,NA
"65788",54186,16,32,45,NA
"65789",54187,10,39,NA,NA
"65790",54188,23,24,40,41
"65791",43,NA,NA,NA,NA
"65792",54189,11,33,34,47
"65793",54190,22,23,35,NA
"65794",54191,10,33,42,NA
"65795",54192,4,10,19,24
"65796",54193,1,12,18,24
"65797",29,30,32,39,NA
"65798",54194,16,19,32,NA
"65799",54195,14,36,NA,NA
"65800",54196,0,37,NA,NA
"65801",54197,0,2,21,46
"65802",54198,27,28,NA,NA
"65803",54199,17,29,47,NA
"65804",54200,12,13,21,25
"65805",26,NA,NA,NA,NA
"65806",54201,6,NA,NA,NA
"65807",54202,27,28,NA,NA
"65808",54203,3,18,35,NA
"65809",54204,5,22,27,43
"65810",54205,7,11,37,45
"65811",54206,19,30,37,41
"65812",54207,4,14,24,34
"65813",43,44,48,NA,NA
"65814",54208,32,35,49,NA
"65815",54209,4,9,17,34
"65816",54210,16,32,45,NA
"65817",54211,20,22,31,32
"65818",36,44,48,NA,NA
"65819",54212,0,2,46,NA
"65820",54213,18,35,NA,NA
"65821",54214,7,15,49,NA
"65822",54215,2,7,15,25
"65823",27,39,48,NA,NA
"65824",54216,16,32,45,48
"65825",54217,0,2,41,46
"65826",54218,7,11,37,45
"65827",54219,42,43,NA,NA
"65828",54220,7,23,24,40
"65829",41,43,NA,NA,NA
"65830",54221,7,15,49,NA
"65831",54222,4,9,15,NA
"65832",54223,1,4,14,27
"65833",28,42,NA,NA,NA
"65834",54224,1,19,NA,NA
"65835",54225,5,22,33,NA
"65836",54226,16,32,45,NA
"65837",54227,18,35,NA,NA
"65838",54228,7,11,37,43
"65839",45,49,NA,NA,NA
"65840",54229,0,14,44,NA
"65841",54230,5,7,13,20
"65842",22,43,NA,NA,NA
"65843",54231,0,17,21,47
"65844",48,NA,NA,NA,NA
"65845",54232,11,22,34,NA
"65846",54233,17,47,NA,NA
"65847",54234,18,35,NA,NA
"65848",54235,4,22,NA,NA
"65849",54236,16,32,NA,NA
"65850",54237,7,11,37,45
"65851",54238,8,21,28,NA
"65852",54239,17,29,47,NA
"65853",54240,6,18,35,42
"65854",54241,10,12,23,31
"65855",33,43,49,NA,NA
"65856",54242,4,10,30,38
"65857",54243,24,NA,NA,NA
"65858",54244,20,36,NA,NA
"65859",54245,13,30,37,NA
"65860",54246,12,31,36,48
"65861",54247,4,12,23,25
"65862",32,36,NA,NA,NA
"65863",54248,18,21,37,42
"65864",54249,12,20,22,45
"65865",54250,17,39,NA,NA
"65866",54251,27,28,NA,NA
"65867",54252,9,12,14,18
"65868",20,33,37,38,NA
"65869",54253,2,14,21,28
"65870",54254,4,9,42,44
"65871",54255,11,26,38,NA
"65872",54256,1,26,NA,NA
"65873",54257,2,6,10,33
"65874",54258,12,31,36,48
"65875",54259,27,28,NA,NA
"65876",54260,1,16,32,45
"65877",54261,9,38,NA,NA
"65878",54262,1,35,NA,NA
"65879",54263,6,16,32,45
"65880",54264,7,12,NA,NA
"65881",54265,3,8,44,NA
"65882",54266,35,41,48,NA
"65883",54267,7,24,33,42
"65884",54268,5,22,25,NA
"65885",54269,16,32,40,45
"65886",54270,18,22,24,NA
"65887",54271,12,31,36,48
"65888",54272,23,24,40,41
"65889",54273,29,32,36,NA
"65890",54274,16,32,43,45
"65891",54275,3,18,35,NA
"65892",54276,9,NA,NA,NA
"65893",54277,27,28,45,NA
"65894",54278,16,32,NA,NA
"65895",54279,12,28,42,NA
"65896",54280,33,42,NA,NA
"65897",54281,14,44,NA,NA
"65898",54282,22,27,33,36
"65899",45,NA,NA,NA,NA
"65900",54283,1,8,47,NA
"65901",54284,25,NA,NA,NA
"65902",54285,18,29,35,NA
"65903",54286,36,43,NA,NA
"65904",54287,5,22,41,NA
"65905",54288,14,44,NA,NA
"65906",54289,35,42,43,48
"65907",49,NA,NA,NA,NA
"65908",54290,4,9,NA,NA
"65909",54291,34,NA,NA,NA
"65910",54292,12,21,31,36
"65911",48,NA,NA,NA,NA
"65912",54293,21,31,43,NA
"65913",54294,14,19,37,NA
"65914",54295,14,17,40,44
"65915",54296,6,19,26,33
"65916",42,NA,NA,NA,NA
"65917",54297,5,21,22,29
"65918",54298,7,11,37,45
"65919",54299,8,20,30,NA
"65920",54300,27,28,NA,NA
"65921",54301,5,22,NA,NA
"65922",54302,10,13,20,23
"65923",54303,23,24,40,41
"65924",43,NA,NA,NA,NA
"65925",54304,1,6,19,21
"65926",40,NA,NA,NA,NA
"65927",54305,8,20,27,45
"65928",54306,24,43,NA,NA
"65929",54307,16,32,34,45
"65930",54308,27,28,NA,NA
"65931",54309,7,15,38,44
"65932",49,NA,NA,NA,NA
"65933",54310,18,24,31,43
"65934",54311,14,22,44,NA
"65935",54312,5,22,NA,NA
"65936",54313,0,2,46,NA
"65937",54314,2,9,17,19
"65938",20,25,30,NA,NA
"65939",54315,3,25,NA,NA
"65940",54316,19,34,38,NA
"65941",54317,3,17,18,35
"65942",43,NA,NA,NA,NA
"65943",54318,37,44,49,NA
"65944",54319,3,12,14,22
"65945",49,NA,NA,NA,NA
"65946",54320,0,2,46,NA
"65947",54321,8,33,NA,NA
"65948",54322,0,1,27,NA
"65949",54323,20,35,NA,NA
"65950",54324,14,44,49,NA
"65951",54325,4,40,43,NA
"65952",54326,14,NA,NA,NA
"65953",54327,5,22,27,49
"65954",54328,7,11,37,45
"65955",54329,4,9,15,NA
"65956",54330,0,46,NA,NA
"65957",54331,7,11,37,45
"65958",54332,4,14,43,44
"65959",54333,12,22,31,33
"65960",54334,2,4,13,49
"65961",54335,5,22,NA,NA
"65962",54336,5,16,17,18
"65963",22,NA,NA,NA,NA
"65964",54337,7,15,NA,NA
"65965",54338,27,28,NA,NA
"65966",54339,4,5,9,41
"65967",54340,12,17,47,NA
"65968",54341,10,29,35,39
"65969",54342,5,22,NA,NA
"65970",54343,33,42,NA,NA
"65971",54344,4,9,NA,NA
"65972",54345,2,8,33,42
"65973",43,45,NA,NA,NA
"65974",54346,27,28,37,40
"65975",48,NA,NA,NA,NA
"65976",54347,5,22,NA,NA
"65977",54348,1,28,49,NA
"65978",54349,3,35,NA,NA
"65979",54350,14,19,41,43
"65980",49,NA,NA,NA,NA
"65981",54351,5,NA,NA,NA
"65982",54352,9,13,NA,NA
"65983",54353,3,8,9,18
"65984",25,30,35,NA,NA
"65985",54354,14,44,NA,NA
"65986",54355,14,NA,NA,NA
"65987",54356,33,36,42,NA
"65988",54357,4,9,18,21
"65989",35,NA,NA,NA,NA
"65990",54358,17,29,47,NA
"65991",54359,3,16,18,35
"65992",54360,12,31,36,48
"65993",54361,23,24,40,41
"65994",43,NA,NA,NA,NA
"65995",54362,0,16,17,23
"65996",29,46,47,NA,NA
"65997",54363,10,33,42,NA
"65998",54364,4,18,35,NA
"65999",54365,5,18,22,NA
"66000",54366,9,32,46,48
"66001",54367,2,8,23,NA
"66002",54368,0,30,42,NA
"66003",54369,8,22,29,42
"66004",54370,3,10,27,46
"66005",48,NA,NA,NA,NA
"66006",54371,19,NA,NA,NA
"66007",54372,28,32,37,NA
"66008",54373,12,21,48,NA
"66009",54374,17,18,33,42
"66010",54375,1,12,19,20
"66011",27,28,41,NA,NA
"66012",54376,3,15,27,28
"66013",54377,7,11,37,45
"66014",54378,16,27,28,46
"66015",54379,4,9,NA,NA
"66016",54380,12,22,31,33
"66017",36,40,42,NA,NA
"66018",54381,4,9,30,37
"66019",41,NA,NA,NA,NA
"66020",54382,26,37,45,49
"66021",54383,3,27,28,NA
"66022",54384,1,7,8,15
"66023",23,29,34,38,NA
"66024",54385,21,26,44,47
"66025",54386,0,33,35,42
"66026",54387,1,10,16,19
"66027",22,NA,NA,NA,NA
"66028",54388,1,17,29,47
"66029",54389,7,15,49,NA
"66030",54390,25,38,NA,NA
"66031",54391,15,27,28,38
"66032",47,NA,NA,NA,NA
"66033",54392,0,21,30,42
"66034",54393,14,27,28,35
"66035",54394,3,5,13,18
"66036",27,31,49,NA,NA
"66037",54395,4,5,25,29
"66038",54396,3,5,7,22
"66039",26,31,37,44,NA
"66040",54397,7,11,37,45
"66041",54398,6,9,11,29
"66042",54399,19,33,42,48
"66043",54400,3,15,33,NA
"66044",54401,6,13,17,29
"66045",32,47,NA,NA,NA
"66046",54402,6,9,16,24
"66047",42,NA,NA,NA,NA
"66048",54403,7,11,22,37
"66049",39,NA,NA,NA,NA
"66050",54404,0,2,6,9
"66051",26,NA,NA,NA,NA
"66052",54405,6,16,42,45
"66053",54406,0,46,NA,NA
"66054",54407,1,19,28,NA
"66055",54408,9,17,22,47
"66056",54409,4,9,NA,NA
"66057",54410,0,17,27,29
"66058",47,NA,NA,NA,NA
"66059",54411,13,31,34,NA
"66060",54412,0,2,46,NA
"66061",54413,7,11,37,45
"66062",54414,11,24,25,NA
"66063",54415,27,28,NA,NA
"66064",54416,0,5,6,22
"66065",26,46,48,NA,NA
"66066",54417,4,30,36,NA
"66067",54418,4,8,9,NA
"66068",54419,1,22,26,NA
"66069",54420,23,24,40,41
"66070",43,NA,NA,NA,NA
"66071",54421,16,32,44,45
"66072",54422,20,23,24,40
"66073",41,NA,NA,NA,NA
"66074",54423,33,42,47,NA
"66075",54424,0,20,22,26
"66076",31,NA,NA,NA,NA
"66077",54425,3,18,35,NA
"66078",54426,3,13,18,35
"66079",54427,7,21,22,26
"66080",34,NA,NA,NA,NA
"66081",54428,16,32,45,NA
"66082",54429,8,9,NA,NA
"66083",54430,33,42,NA,NA
"66084",54431,0,2,46,NA
"66085",54432,17,29,47,NA
"66086",54433,5,16,22,30
"66087",35,NA,NA,NA,NA
"66088",54434,34,47,NA,NA
"66089",54435,4,9,29,NA
"66090",54436,16,32,45,NA
"66091",54437,6,27,28,38
"66092",54438,5,22,NA,NA
"66093",54439,12,22,27,31
"66094",36,48,NA,NA,NA
"66095",54440,27,28,37,49
"66096",54441,7,11,37,NA
"66097",54442,1,36,38,42
"66098",54443,34,NA,NA,NA
"66099",54444,16,17,35,NA
"66100",54445,7,15,49,NA
"66101",54446,39,NA,NA,NA
"66102",54447,0,10,35,38
"66103",39,46,48,NA,NA
"66104",54448,7,11,37,45
"66105",54449,23,24,40,41
"66106",54450,4,5,8,27
"66107",33,40,42,45,NA
"66108",54451,7,11,28,37
"66109",45,NA,NA,NA,NA
"66110",54452,6,7,16,29
"66111",54453,15,19,22,24
"66112",45,NA,NA,NA,NA
"66113",54454,11,40,NA,NA
"66114",54455,7,11,37,NA
"66115",54456,5,22,NA,NA
"66116",54457,1,11,19,28
"66117",29,45,NA,NA,NA
"66118",54458,1,19,48,NA
"66119",54459,9,11,NA,NA
"66120",54460,27,38,NA,NA
"66121",54461,5,22,NA,NA
"66122",54462,15,32,42,49
"66123",54463,15,NA,NA,NA
"66124",54464,10,21,24,30
"66125",54465,9,16,25,NA
"66126",54466,26,43,NA,NA
"66127",54467,4,9,19,30
"66128",34,38,48,NA,NA
"66129",54468,5,19,NA,NA
"66130",54469,11,34,NA,NA
"66131",54470,4,9,16,18
"66132",23,NA,NA,NA,NA
"66133",54471,0,30,46,47
"66134",54472,4,9,27,NA
"66135",54473,4,5,9,NA
"66136",54474,0,2,46,NA
"66137",54475,4,9,15,48
"66138",54476,12,31,36,48
"66139",54477,5,24,48,NA
"66140",54478,10,19,43,48
"66141",54479,7,15,49,NA
"66142",54480,15,23,24,40
"66143",41,43,NA,NA,NA
"66144",54481,9,11,18,19
"66145",21,23,29,45,NA
"66146",54482,5,10,13,18
"66147",20,22,45,48,NA
"66148",54483,7,13,14,16
"66149",19,32,44,47,NA
"66150",54484,6,16,32,39
"66151",54485,29,33,38,41
"66152",54486,1,5,8,12
"66153",28,30,33,41,NA
"66154",54487,14,40,NA,NA
"66155",54488,5,9,12,14
"66156",27,31,34,36,NA
"66157",54489,4,9,14,NA
"66158",54490,3,14,34,44
"66159",54491,7,11,37,45
"66160",54492,17,29,47,NA
"66161",54493,16,32,45,NA
"66162",54494,1,9,37,NA
"66163",54495,14,16,25,33
"66164",34,44,NA,NA,NA
"66165",54496,23,24,40,41
"66166",43,NA,NA,NA,NA
"66167",54497,5,22,39,NA
"66168",54498,5,7,11,14
"66169",37,NA,NA,NA,NA
"66170",54499,3,5,18,35
"66171",37,NA,NA,NA,NA
"66172",54500,27,28,33,NA
"66173",54501,14,28,29,NA
"66174",54502,1,19,38,NA
"66175",54503,16,36,38,NA
"66176",54504,0,29,38,NA
"66177",54505,3,21,22,29
"66178",54506,14,44,NA,NA
"66179",54507,6,24,26,29
"66180",31,38,NA,NA,NA
"66181",54508,11,13,33,42
"66182",54509,16,32,45,49
"66183",54510,0,2,46,NA
"66184",54511,7,16,32,45
"66185",54512,12,31,36,48
"66186",54513,7,14,NA,NA
"66187",54514,9,26,NA,NA
"66188",54515,5,22,NA,NA
"66189",54516,0,2,25,46
"66190",54517,15,35,42,NA
"66191",54518,4,9,34,NA
"66192",54519,15,28,33,42
"66193",54520,12,31,36,NA
"66194",54521,11,22,34,NA
"66195",54522,0,6,24,NA
"66196",54523,14,31,44,NA
"66197",54524,4,19,28,NA
"66198",54525,1,8,19,24
"66199",32,36,NA,NA,NA
"66200",54526,5,45,NA,NA
"66201",54527,40,45,NA,NA
"66202",54528,0,12,35,41
"66203",46,NA,NA,NA,NA
"66204",54529,0,4,49,NA
"66205",54530,27,30,NA,NA
"66206",54531,17,36,NA,NA
"66207",54532,5,10,22,27
"66208",54533,1,3,16,32
"66209",45,NA,NA,NA,NA
"66210",54534,6,7,25,33
"66211",35,42,NA,NA,NA
"66212",54535,16,32,45,NA
"66213",54536,7,11,37,45
"66214",54537,11,14,40,41
"66215",42,NA,NA,NA,NA
"66216",54538,11,14,44,NA
"66217",54539,1,19,NA,NA
"66218",54540,16,32,45,NA
"66219",54541,21,32,NA,NA
"66220",54542,2,3,9,18
"66221",26,35,46,NA,NA
"66222",54543,18,29,33,NA
"66223",54544,23,24,40,41
"66224",43,NA,NA,NA,NA
"66225",54545,14,23,30,44
"66226",54546,15,27,41,NA
"66227",54547,33,42,NA,NA
"66228",54548,12,31,36,NA
"66229",54549,0,2,19,46
"66230",54550,1,NA,NA,NA
"66231",54551,0,2,7,46
"66232",54552,33,34,39,42
"66233",54553,7,15,34,35
"66234",49,NA,NA,NA,NA
"66235",54554,12,33,41,42
"66236",43,NA,NA,NA,NA
"66237",54555,18,35,38,NA
"66238",54556,27,30,39,NA
"66239",54557,2,NA,NA,NA
"66240",54558,5,22,NA,NA
"66241",54559,0,16,20,27
"66242",32,45,NA,NA,NA
"66243",54560,18,31,NA,NA
"66244",54561,38,48,NA,NA
"66245",54562,14,27,38,44
"66246",54563,22,46,NA,NA
"66247",54564,5,7,33,NA
"66248",54565,22,27,28,NA
"66249",54566,14,15,24,34
"66250",47,48,NA,NA,NA
"66251",54567,0,43,46,NA
"66252",54568,17,29,47,NA
"66253",54569,3,18,35,NA
"66254",54570,0,2,8,14
"66255",46,NA,NA,NA,NA
"66256",54571,12,31,36,48
"66257",54572,33,42,NA,NA
"66258",54573,17,18,36,47
"66259",54574,0,2,9,46
"66260",54575,17,27,29,47
"66261",54576,2,34,45,NA
"66262",54577,5,7,8,15
"66263",49,NA,NA,NA,NA
"66264",54578,3,14,18,35
"66265",36,37,NA,NA,NA
"66266",54579,5,8,29,32
"66267",54580,8,20,29,43
"66268",46,49,NA,NA,NA
"66269",54581,1,17,19,NA
"66270",54582,3,16,18,32
"66271",35,NA,NA,NA,NA
"66272",54583,12,31,36,48
"66273",54584,5,14,33,42
"66274",44,NA,NA,NA,NA
"66275",54585,26,30,33,39
"66276",42,NA,NA,NA,NA
"66277",54586,17,18,23,29
"66278",40,47,NA,NA,NA
"66279",54587,27,28,32,NA
"66280",54588,3,18,35,NA
"66281",54589,23,33,NA,NA
"66282",54590,16,17,28,40
"66283",54591,25,27,NA,NA
"66284",54592,6,19,NA,NA
"66285",54593,28,NA,NA,NA
"66286",54594,1,NA,NA,NA
"66287",54595,16,24,32,44
"66288",54596,0,2,31,33
"66289",46,NA,NA,NA,NA
"66290",54597,5,12,47,NA
"66291",54598,0,4,23,27
"66292",34,NA,NA,NA,NA
"66293",54599,18,27,35,36
"66294",54600,4,9,NA,NA
"66295",54601,31,32,41,44
"66296",54602,9,19,23,26
"66297",31,33,NA,NA,NA
"66298",54603,23,24,40,41
"66299",43,NA,NA,NA,NA
"66300",54604,5,22,NA,NA
"66301",54605,0,22,NA,NA
"66302",54606,0,6,9,37
"66303",46,NA,NA,NA,NA
"66304",54607,4,9,13,38
"66305",54608,3,18,27,35
"66306",38,NA,NA,NA,NA
"66307",54609,14,16,31,NA
"66308",54610,0,35,38,46
"66309",54611,12,31,36,48
"66310",54612,5,22,47,NA
"66311",54613,2,21,31,32
"66312",44,NA,NA,NA,NA
"66313",54614,11,14,16,17
"66314",33,38,43,NA,NA
"66315",54615,0,2,46,NA
"66316",54616,0,2,46,NA
"66317",54617,3,6,18,35
"66318",54618,3,7,9,15
"66319",19,36,NA,NA,NA
"66320",54619,0,8,15,24
"66321",28,NA,NA,NA,NA
"66322",54620,28,32,47,49
"66323",54621,14,30,NA,NA
"66324",54622,17,29,47,NA
"66325",54623,4,8,9,10
"66326",15,27,30,37,NA
"66327",54624,0,2,15,40
"66328",46,NA,NA,NA,NA
"66329",54625,0,14,21,46
"66330",54626,4,12,31,36
"66331",48,NA,NA,NA,NA
"66332",54627,3,31,36,37
"66333",54628,3,14,18,35
"66334",54629,1,7,15,49
"66335",54630,12,15,31,34
"66336",36,NA,NA,NA,NA
"66337",54631,3,18,35,NA
"66338",54632,3,4,18,35
"66339",36,42,46,NA,NA
"66340",54633,7,11,37,45
"66341",54634,19,24,27,28
"66342",54635,3,14,44,NA
"66343",54636,16,26,32,45
"66344",54637,3,18,35,NA
"66345",54638,12,21,31,NA
"66346",54639,4,12,43,NA
"66347",54640,5,15,NA,NA
"66348",54641,5,13,48,NA
"66349",54642,7,23,29,39
"66350",54643,1,11,19,47
"66351",54644,7,8,26,NA
"66352",54645,4,36,NA,NA
"66353",54646,5,6,22,NA
"66354",54647,7,15,49,NA
"66355",54648,3,17,26,29
"66356",54649,0,43,49,NA
"66357",54650,1,19,NA,NA
"66358",54651,23,27,NA,NA
"66359",54652,0,10,22,28
"66360",32,NA,NA,NA,NA
"66361",54653,7,11,37,NA
"66362",54654,37,38,43,NA
"66363",54655,0,20,31,42
"66364",54656,14,24,34,44
"66365",54657,8,22,25,42
"66366",54658,1,40,NA,NA
"66367",54659,10,27,41,NA
"66368",54660,1,6,17,27
"66369",28,NA,NA,NA,NA
"66370",54661,5,22,49,NA
"66371",54662,13,19,22,37
"66372",40,41,NA,NA,NA
"66373",54663,10,26,27,NA
"66374",54664,0,1,9,13
"66375",14,30,43,44,NA
"66376",54665,7,15,49,NA
"66377",54666,7,11,17,37
"66378",47,NA,NA,NA,NA
"66379",54667,23,24,40,41
"66380",43,NA,NA,NA,NA
"66381",54668,10,19,36,37
"66382",54669,5,22,NA,NA
"66383",54670,3,18,19,35
"66384",54671,33,42,NA,NA
"66385",54672,5,22,NA,NA
"66386",54673,4,7,11,18
"66387",23,30,38,40,NA
"66388",54674,0,2,7,16
"66389",17,21,46,NA,NA
"66390",54675,23,24,40,41
"66391",43,NA,NA,NA,NA
"66392",54676,3,6,36,NA
"66393",54677,12,29,42,NA
"66394",54678,3,5,13,17
"66395",22,26,28,40,NA
"66396",54679,0,23,24,34
"66397",54680,11,14,NA,NA
"66398",54681,2,6,7,15
"66399",28,30,49,NA,NA
"66400",54682,16,32,45,NA
"66401",54683,27,28,NA,NA
"66402",54684,12,31,36,48
"66403",54685,7,15,43,49
"66404",54686,4,11,14,39
"66405",40,46,47,49,NA
"66406",54687,3,17,27,34
"66407",49,NA,NA,NA,NA
"66408",54688,1,5,8,26
"66409",43,48,NA,NA,NA
"66410",54689,17,47,NA,NA
"66411",54690,0,1,3,16
"66412",34,35,39,41,NA
"66413",54691,9,37,48,NA
"66414",54692,4,9,31,34
"66415",54693,0,2,46,48
"66416",54694,14,23,33,44
"66417",54695,12,31,36,NA
"66418",54696,4,9,45,NA
"66419",54697,1,7,11,37
"66420",39,45,NA,NA,NA
"66421",54698,0,20,NA,NA
"66422",54699,10,20,30,37
"66423",54700,0,15,NA,NA
"66424",54701,10,33,34,36
"66425",54702,9,NA,NA,NA
"66426",54703,0,5,23,28
"66427",54704,2,12,21,45
"66428",49,NA,NA,NA,NA
"66429",54705,20,33,35,42
"66430",43,NA,NA,NA,NA
"66431",54706,9,19,NA,NA
"66432",54707,10,11,33,42
"66433",54708,7,11,37,45
"66434",54709,16,20,22,46
"66435",54710,37,43,NA,NA
"66436",54711,27,NA,NA,NA
"66437",54712,3,13,18,20
"66438",35,NA,NA,NA,NA
"66439",54713,0,NA,NA,NA
"66440",54714,8,28,43,NA
"66441",54715,5,22,NA,NA
"66442",54716,3,18,35,NA
"66443",54717,4,16,20,31
"66444",32,38,45,NA,NA
"66445",54718,11,18,31,NA
"66446",54719,27,28,NA,NA
"66447",54720,12,19,23,24
"66448",40,41,43,NA,NA
"66449",54721,16,32,45,NA
"66450",54722,3,18,35,NA
"66451",54723,7,11,27,32
"66452",35,37,NA,NA,NA
"66453",54724,1,22,23,NA
"66454",54725,10,13,31,42
"66455",43,NA,NA,NA,NA
"66456",54726,6,22,44,NA
"66457",54727,1,16,NA,NA
"66458",54728,27,28,NA,NA
"66459",54729,17,20,40,42
"66460",44,48,NA,NA,NA
"66461",54730,39,42,NA,NA
"66462",54731,0,2,46,NA
"66463",54732,4,10,19,28
"66464",47,48,NA,NA,NA
"66465",54733,6,19,22,28
"66466",31,NA,NA,NA,NA
"66467",54734,13,16,17,42
"66468",54735,14,20,42,48
"66469",54736,13,17,47,NA
"66470",54737,0,1,8,23
"66471",28,36,40,48,NA
"66472",54738,14,44,NA,NA
"66473",54739,9,11,22,37
"66474",46,NA,NA,NA,NA
"66475",54740,13,18,35,49
"66476",54741,27,28,NA,NA
"66477",54742,1,19,NA,NA
"66478",54743,10,36,NA,NA
"66479",54744,7,11,37,45
"66480",54745,0,15,46,NA
"66481",54746,16,32,47,NA
"66482",54747,7,11,26,27
"66483",37,45,47,NA,NA
"66484",54748,2,30,32,37
"66485",54749,8,12,20,45
"66486",47,NA,NA,NA,NA
"66487",54750,7,15,49,NA
"66488",54751,3,8,14,18
"66489",20,22,34,NA,NA
"66490",54752,22,NA,NA,NA
"66491",54753,0,3,14,23
"66492",37,45,NA,NA,NA
"66493",54754,5,33,34,37
"66494",47,NA,NA,NA,NA
"66495",54755,24,33,42,NA
"66496",54756,8,NA,NA,NA
"66497",54757,4,NA,NA,NA
"66498",54758,0,1,7,13
"66499",18,21,24,39,NA
"66500",54759,6,11,12,28
"66501",29,NA,NA,NA,NA
"66502",54760,1,14,25,30
"66503",35,36,44,NA,NA
"66504",54761,27,28,NA,NA
"66505",54762,17,28,29,47
"66506",54763,0,29,35,40
"66507",45,NA,NA,NA,NA
"66508",54764,8,14,36,48
"66509",54765,3,18,35,NA
"66510",54766,1,19,46,NA
"66511",54767,16,17,25,29
"66512",31,47,NA,NA,NA
"66513",54768,1,12,19,NA
"66514",54769,0,46,NA,NA
"66515",54770,16,32,45,NA
"66516",54771,12,31,36,38
"66517",54772,22,31,42,NA
"66518",54773,1,NA,NA,NA
"66519",54774,22,32,35,NA
"66520",54775,3,14,25,37
"66521",54776,11,16,41,NA
"66522",54777,15,29,34,NA
"66523",54778,1,17,18,36
"66524",54779,13,27,28,NA
"66525",54780,0,36,46,NA
"66526",54781,2,6,11,23
"66527",54782,4,11,21,40
"66528",42,45,NA,NA,NA
"66529",54783,14,17,22,43
"66530",54784,0,3,8,33
"66531",34,NA,NA,NA,NA
"66532",54785,31,34,45,NA
"66533",54786,21,25,34,40
"66534",46,NA,NA,NA,NA
"66535",54787,0,2,46,NA
"66536",54788,2,3,4,13
"66537",19,34,37,41,NA
"66538",54789,3,15,24,29
"66539",48,NA,NA,NA,NA
"66540",54790,7,34,36,41
"66541",45,48,NA,NA,NA
"66542",54791,4,8,13,14
"66543",54792,5,14,44,NA
"66544",54793,1,7,20,22
"66545",23,NA,NA,NA,NA
"66546",54794,30,33,42,NA
"66547",54795,18,30,37,NA
"66548",54796,14,26,39,44
"66549",48,NA,NA,NA,NA
"66550",54797,5,22,NA,NA
"66551",54798,15,33,42,NA
"66552",54799,10,12,33,NA
"66553",54800,4,9,29,NA
"66554",54801,3,15,16,21
"66555",32,37,NA,NA,NA
"66556",54802,17,25,34,40
"66557",42,44,NA,NA,NA
"66558",54803,39,NA,NA,NA
"66559",54804,12,30,31,36
"66560",48,NA,NA,NA,NA
"66561",54805,11,14,18,20
"66562",24,29,38,48,NA
"66563",54806,9,14,38,43
"66564",54807,7,11,37,45
"66565",54808,7,11,15,49
"66566",54809,7,17,30,NA
"66567",54810,16,27,32,45
"66568",54811,7,35,39,41
"66569",54812,11,14,34,36
"66570",54813,2,21,39,NA
